Soil Type,Soil Moisture (%),Temperature (°C),Rainfall (mm),Humidity (%),Seed Type,Depth (inches)
loamy,79.16,7.76,14.2,3.44,beans,4.35
clay,98.5,35.0,21.78,78.55,wheat,1.14
loamy,47.94,21.0,9.17,40.37,barley,2.01
sandy,15.6,-10.03,2.39,31.0,maize,4.02
loamy,60.13,44.74,12.34,92.11,wheat,1.18
loamy,80.39,27.9,13.36,83.44,soybean,1.38
sandy,26.47,12.37,3.56,1.09,beans,4.55
loamy,30.18,17.98,5.69,32.12,corn,1.66
loamy,45.22,21.46,8.82,59.31,barley,1.93
sandy,91.55,34.99,11.62,98.11,beans,4.91
clay,25.91,12.96,22.29,21.07,maize,3.11
clay,76.39,36.2,11.53,79.73,soybean,1.27
sandy,2.43,7.72,3.73,14.71,maize,3.77
clay,65.86,-12.83,19.22,93.83,carrot,1.39
sandy,45.94,-14.19,16.59,28.75,peanuts,4.47
clay,83.49,25.59,28.75,88.24,carrot,1.49
loamy,34.32,15.67,5.26,43.96,sunflower,1.95
sandy,87.2,11.17,28.82,13.55,corn,1.58
loamy,33.23,16.78,9.87,56.92,barley,2.62
loamy,32.66,22.31,8.95,51.9,rice,2.73
clay,87.96,42.3,24.0,90.0,cotton,1.33
loamy,42.14,18.28,5.12,46.67,sunflower,2.58
sandy,18.56,-22.37,3.35,35.93,maize,3.1
sandy,59.55,34.86,1.78,17.47,maize,4.69
loamy,48.81,24.3,6.13,54.93,barley,1.98
sandy,29.44,-4.71,1.27,3.59,maize,3.19
loamy,32.63,31.51,27.53,87.6,maize,4.73
loamy,39.53,22.71,8.58,44.78,sunflower,1.89
sandy,13.82,10.45,1.46,5.57,maize,3.38
sandy,34.57,18.95,1.01,20.01,beans,3.61
clay,22.22,33.24,22.85,89.84,soybean,1.27
clay,50.04,12.83,21.7,79.48,rice,2.53
loamy,52.99,30.79,21.54,84.21,cotton,1.39
loamy,38.0,24.51,7.54,47.54,corn,1.74
loamy,78.91,32.85,13.59,86.54,cotton,1.37
clay,9.55,-10.83,3.71,9.95,rice,2.99
sandy,4.78,11.89,4.54,20.89,peanuts,4.47
sandy,80.97,10.88,21.0,83.05,maize,3.66
loamy,2.48,2.85,10.57,54.54,soybean,1.07
loamy,92.63,40.26,11.26,88.38,wheat,1.05
sandy,86.65,-6.8,4.52,61.81,carrot,1.17
sandy,28.78,13.36,24.41,37.44,barley,2.13
sandy,86.01,28.92,10.11,92.26,beans,3.35
loamy,44.86,24.25,8.05,55.84,corn,1.69
sandy,41.78,29.78,14.95,2.44,corn,2.45
clay,83.41,42.81,16.89,64.32,soybean,1.5
clay,73.37,43.95,25.62,65.54,carrot,1.15
loamy,49.28,16.74,7.94,42.21,rice,1.96
clay,84.16,43.89,10.76,61.26,soybean,1.24
clay,66.34,21.96,23.99,39.3,beans,3.2
sandy,22.01,5.61,4.85,26.82,peanuts,4.92
sandy,53.5,25.48,17.07,95.24,barley,2.51
clay,38.64,-5.42,18.35,44.65,carrot,1.37
loamy,47.35,21.25,6.78,59.5,barley,2.88
loamy,71.48,37.75,17.43,70.99,wheat,1.07
clay,94.26,31.18,17.56,67.57,carrot,1.14
sandy,14.77,22.73,26.1,69.78,cotton,1.17
sandy,51.42,37.85,14.18,15.14,wheat,1.08
clay,31.69,32.68,16.83,56.22,soybean,1.29
sandy,16.43,-6.86,0.99,5.63,beans,3.93
clay,36.85,-8.41,22.95,25.04,carrot,1.35
sandy,21.9,40.46,2.74,5.54,barley,2.01
loamy,31.25,23.44,8.49,36.24,corn,1.63
sandy,10.58,-19.07,1.95,21.65,peanuts,4.4
loamy,52.28,4.32,6.41,54.28,rice,1.65
sandy,16.8,-11.15,2.27,14.21,beans,3.44
sandy,17.35,-21.37,3.26,23.21,peanuts,4.49
clay,91.7,25.37,20.01,95.51,carrot,1.28
clay,88.65,40.27,21.77,71.34,wheat,1.22
clay,69.23,25.96,14.58,99.49,cotton,1.04
sandy,5.08,6.79,0.56,16.02,maize,3.82
sandy,41.07,17.7,11.0,4.41,cotton,1.37
clay,77.39,41.71,13.68,74.6,wheat,1.15
sandy,2.81,-23.36,4.94,35.7,maize,4.66
loamy,42.56,19.15,8.32,47.97,rice,2.71
clay,51.12,28.08,21.43,71.37,cotton,1.27
sandy,1.55,10.93,1.76,5.81,maize,4.31
clay,46.41,-12.15,2.34,12.35,cotton,1.47
sandy,27.12,-7.54,0.71,1.92,beans,3.32
loamy,49.09,24.47,8.02,50.27,barley,2.04
sandy,20.42,24.63,3.55,46.76,soybean,1.01
clay,65.83,-4.88,14.7,96.51,carrot,1.09
clay,94.27,38.9,5.47,8.59,rice,2.32
clay,56.83,2.43,5.87,62.34,carrot,1.06
sandy,17.62,-2.27,4.91,33.04,peanuts,3.2
sandy,8.62,33.4,18.06,53.83,soybean,1.42
sandy,85.68,27.88,25.0,77.04,beans,4.3
sandy,28.19,14.81,13.36,94.03,corn,2.58
sandy,86.34,19.95,22.7,91.27,corn,1.92
loamy,42.78,22.79,6.14,47.3,rice,2.39
sandy,29.14,-10.51,0.18,16.51,beans,3.69
clay,84.09,-10.65,9.33,65.07,sunflower,2.96
loamy,44.16,16.97,8.89,48.12,sunflower,1.58
sandy,13.76,-12.67,4.87,1.97,peanuts,3.79
loamy,65.41,44.23,20.57,99.44,cotton,1.42
clay,75.33,-9.11,3.78,82.56,corn,2.59
sandy,4.69,13.08,1.37,22.09,maize,4.76
loamy,34.49,18.05,8.42,42.84,rice,1.76
clay,79.28,-9.69,26.32,16.22,carrot,1.18
clay,23.54,2.85,21.67,39.31,wheat,1.32
loamy,30.33,23.5,9.35,59.23,barley,1.76
clay,94.7,31.75,13.61,69.78,cotton,1.22
sandy,7.65,-17.48,4.7,33.27,maize,4.2
loamy,87.7,27.76,26.21,97.55,cotton,1.46
clay,18.61,-5.4,17.28,2.44,cotton,1.46
clay,63.83,21.86,15.22,75.18,beans,3.34
loamy,30.8,15.48,6.97,47.16,rice,2.08
clay,8.91,8.41,28.11,76.95,corn,2.97
loamy,36.79,17.3,5.87,31.49,rice,1.96
sandy,79.16,-4.02,24.9,50.28,barley,2.69
loamy,34.36,40.12,25.13,86.15,cotton,1.28
sandy,25.6,13.35,12.68,83.38,carrot,1.43
clay,87.16,-3.35,0.46,30.11,barley,2.36
loamy,84.62,36.61,27.34,83.96,wheat,1.25
sandy,11.83,10.45,4.63,1.76,carrot,1.21
sandy,9.93,-5.7,3.12,1.22,beans,3.26
loamy,80.29,6.37,12.38,32.77,peanuts,4.37
loamy,91.34,42.54,9.11,44.11,carrot,1.14
clay,87.28,-14.39,21.01,99.69,barley,2.38
loamy,49.32,20.83,14.44,60.91,sunflower,2.0
clay,56.41,12.36,5.42,28.66,sunflower,2.06
sandy,61.45,-9.0,6.67,35.57,peanuts,4.74
loamy,31.9,23.83,9.61,46.06,corn,2.01
loamy,49.0,20.7,5.85,51.1,corn,2.69
sandy,10.75,-0.61,3.59,0.62,peanuts,3.38
clay,67.93,42.3,21.43,73.46,wheat,1.39
loamy,21.27,-2.38,13.33,37.06,carrot,1.14
loamy,43.53,29.62,29.12,24.5,carrot,1.4
loamy,76.29,41.21,11.51,67.18,carrot,1.37
sandy,60.19,4.3,5.17,53.5,beans,3.86
sandy,11.19,6.5,0.71,16.35,maize,3.78
clay,83.0,31.9,22.39,89.03,cotton,1.39
loamy,44.63,18.6,8.93,47.28,barley,1.93
loamy,84.0,37.73,10.31,71.38,soybean,1.04
loamy,69.87,9.61,27.27,57.06,carrot,1.28
clay,31.3,1.37,24.14,82.36,corn,2.69
sandy,70.72,19.68,16.4,6.03,sunflower,2.61
clay,0.17,12.94,15.81,42.59,corn,2.96
clay,53.92,35.7,16.05,82.46,soybean,1.23
sandy,0.13,-0.28,9.93,48.6,corn,2.07
sandy,3.58,-23.33,3.89,34.8,peanuts,4.87
loamy,39.23,23.57,9.21,48.92,barley,2.48
sandy,73.7,30.89,22.59,72.09,beans,4.93
sandy,15.09,29.3,16.21,24.74,barley,2.65
loamy,56.2,27.04,11.9,72.88,soybean,1.39
sandy,24.39,-8.48,3.37,36.42,beans,4.05
clay,76.15,3.1,18.19,25.21,cotton,1.13
loamy,53.84,28.78,24.23,90.38,soybean,1.2
sandy,24.1,1.95,8.52,17.1,corn,2.32
sandy,57.36,36.62,16.54,3.74,barley,2.68
loamy,85.58,21.64,26.53,57.33,maize,3.86
loamy,33.8,22.47,6.44,57.4,rice,1.63
loamy,41.62,22.07,8.48,34.06,rice,1.87
sandy,41.58,12.79,3.27,98.5,rice,2.52
loamy,70.89,25.21,29.49,78.22,cotton,1.29
clay,89.58,-10.79,24.26,46.91,peanuts,4.34
sandy,28.93,43.14,18.8,97.48,beans,3.21
loamy,63.79,-3.0,20.76,65.73,rice,1.63
loamy,43.12,17.1,8.33,54.79,sunflower,2.17
clay,68.43,-7.07,9.15,12.22,carrot,1.49
loamy,31.75,22.59,7.64,44.62,barley,1.64
loamy,73.31,10.43,22.7,36.31,wheat,1.1
loamy,69.47,17.97,0.54,3.49,wheat,1.25
clay,95.24,26.74,22.71,68.19,carrot,1.08
clay,82.88,37.93,22.78,98.29,soybean,1.07
clay,77.88,30.75,27.2,82.07,soybean,1.35
loamy,47.23,17.18,8.07,40.13,rice,2.74
loamy,45.64,-2.88,21.78,64.8,cotton,1.21
loamy,84.65,-7.41,23.05,67.44,maize,4.02
clay,15.99,34.85,4.54,56.46,soybean,1.2
sandy,4.81,14.6,7.16,99.68,wheat,1.4
clay,93.44,42.54,13.54,77.81,carrot,1.2
loamy,45.24,21.7,5.86,57.07,barley,1.97
sandy,44.84,10.02,9.97,70.17,wheat,1.04
loamy,1.66,7.85,15.24,42.31,carrot,1.32
sandy,9.89,38.3,23.21,24.63,maize,4.41
clay,74.53,28.98,24.98,76.61,barley,2.56
loamy,47.13,21.7,5.33,52.47,sunflower,1.7
clay,61.67,3.86,0.26,56.78,maize,3.92
loamy,59.34,2.85,27.46,99.66,barley,1.83
loamy,37.37,19.45,5.69,38.07,corn,2.45
clay,10.17,0.35,24.87,81.12,peanuts,3.1
sandy,67.08,40.38,6.15,28.08,beans,3.02
clay,77.9,33.26,11.12,88.8,wheat,1.17
loamy,43.25,25.4,4.07,39.46,rice,2.35
clay,47.93,13.51,22.32,32.93,beans,4.18
loamy,93.82,42.13,12.65,97.38,cotton,1.19
sandy,20.1,-12.27,4.45,4.35,beans,4.66
sandy,32.82,40.01,9.72,3.27,barley,1.93
clay,78.78,26.31,4.61,36.15,cotton,1.06
loamy,30.07,17.89,6.08,57.74,barley,1.78
loamy,70.79,41.17,19.16,71.78,carrot,1.41
clay,52.41,27.12,13.21,92.38,soybean,1.15
loamy,3.34,5.23,23.94,53.91,cotton,1.4
loamy,44.47,24.58,6.02,59.02,sunflower,2.36
loamy,60.45,39.13,15.1,61.23,cotton,1.06
sandy,24.44,41.69,9.52,9.09,carrot,1.09
loamy,50.57,-2.93,2.72,38.81,peanuts,3.06
loamy,28.22,19.51,25.31,31.7,maize,3.7
clay,14.54,31.97,5.34,11.43,maize,3.55
loamy,35.31,22.53,9.56,32.38,rice,1.92
sandy,63.66,25.14,5.12,67.53,peanuts,4.54
loamy,30.61,14.81,28.51,90.89,wheat,1.35
sandy,22.83,19.54,1.1,56.8,cotton,1.39
sandy,45.33,34.78,14.33,81.92,cotton,1.37
clay,48.41,36.52,8.41,6.02,beans,3.0
loamy,64.62,-9.16,7.65,12.21,peanuts,4.34
loamy,48.62,24.19,9.44,49.58,barley,2.7
loamy,32.36,15.18,8.15,37.8,corn,1.75
clay,40.86,44.45,17.89,87.71,rice,2.76
loamy,58.83,37.87,23.02,94.9,soybean,1.08
sandy,4.42,9.79,3.51,0.24,peanuts,4.94
clay,73.21,42.22,13.33,94.3,cotton,1.03
sandy,24.1,37.66,14.04,92.26,soybean,1.39
clay,0.8,32.32,12.6,53.63,cotton,1.44
clay,66.94,29.63,17.53,65.58,carrot,1.03
loamy,31.98,15.78,6.67,42.37,sunflower,2.07
sandy,14.58,-15.31,1.85,22.07,maize,4.09
clay,45.04,44.52,29.21,24.76,sunflower,2.94
clay,51.76,7.81,29.44,94.16,beans,4.19
sandy,18.06,28.27,1.19,52.78,wheat,1.17
clay,51.07,37.48,3.35,66.63,corn,1.62
sandy,14.8,-13.62,2.2,3.82,peanuts,3.64
sandy,40.91,32.23,4.65,10.32,corn,2.31
clay,59.61,15.49,2.27,16.0,rice,2.31
loamy,3.1,32.88,14.06,28.43,corn,2.72
clay,67.34,32.09,14.13,83.41,wheat,1.09
sandy,94.43,44.69,10.66,35.35,carrot,1.21
sandy,57.31,-3.47,23.13,57.89,rice,2.37
loamy,88.39,33.13,20.42,91.38,wheat,1.26
clay,56.89,-12.62,6.73,71.99,cotton,1.29
sandy,4.2,9.09,3.48,13.93,beans,3.33
sandy,17.69,-12.03,4.59,19.25,beans,4.3
loamy,14.21,34.87,15.48,85.69,soybean,1.04
sandy,3.16,26.04,27.94,28.63,corn,1.91
clay,79.94,35.11,23.27,83.81,wheat,1.35
clay,51.95,15.38,5.71,30.43,sunflower,1.72
loamy,39.54,24.76,8.71,43.25,sunflower,1.64
loamy,82.83,26.18,17.6,94.37,soybean,1.12
clay,72.28,-7.59,21.49,83.99,rice,2.63
clay,5.1,-9.98,29.99,95.25,wheat,1.09
loamy,47.58,19.1,7.91,40.82,rice,2.87
loamy,32.4,23.27,8.36,48.14,barley,2.39
loamy,93.52,36.91,16.31,79.51,carrot,1.26
sandy,68.06,11.23,19.4,2.84,barley,1.92
loamy,32.55,19.52,9.45,43.83,corn,2.33
sandy,57.2,-9.88,4.96,17.98,beans,3.93
sandy,10.35,-11.76,1.59,22.15,peanuts,4.34
loamy,33.06,20.89,7.39,43.57,sunflower,2.42
loamy,69.64,29.99,28.27,61.4,cotton,1.26
sandy,65.31,18.18,10.9,28.11,wheat,1.1
loamy,69.85,31.99,20.74,80.83,maize,3.09
sandy,6.64,-24.25,1.21,31.07,maize,4.73
clay,75.15,-5.72,25.32,95.49,corn,2.8
clay,72.88,29.99,27.26,70.89,wheat,1.24
sandy,22.28,42.57,28.41,35.93,peanuts,4.28
sandy,63.54,19.09,5.64,20.74,wheat,1.1
loamy,35.48,19.65,6.38,41.39,corn,1.54
loamy,16.56,35.98,5.48,27.62,barley,2.15
clay,68.59,26.8,12.03,91.1,maize,3.27
loamy,90.56,40.58,27.58,69.14,soybean,1.28
loamy,0.15,16.01,29.43,20.14,maize,4.46
clay,77.65,37.42,25.33,66.62,cotton,1.21
loamy,46.47,23.19,9.75,59.01,barley,2.91
loamy,63.52,33.37,24.98,94.45,wheat,1.35
loamy,88.65,42.35,25.86,76.37,maize,3.82
clay,16.11,1.83,20.16,44.22,barley,1.87
loamy,85.22,44.47,16.99,21.96,sunflower,1.96
loamy,67.95,40.12,18.75,70.31,carrot,1.4
loamy,2.34,-14.78,20.74,66.85,beans,4.26
loamy,65.42,1.02,24.88,93.88,sunflower,2.57
sandy,5.6,2.93,3.43,35.49,maize,4.7
loamy,97.03,14.55,19.05,57.15,beans,4.3
sandy,16.61,-9.82,2.18,23.55,maize,3.47
loamy,45.36,23.54,8.99,46.52,sunflower,2.25
loamy,59.12,-12.26,8.15,41.37,peanuts,3.61
clay,88.82,18.91,9.75,45.07,cotton,1.49
clay,65.6,27.56,23.44,65.94,soybean,1.13
clay,64.99,44.41,24.35,91.12,carrot,1.05
sandy,3.81,23.52,4.34,43.24,sunflower,2.67
sandy,28.72,-22.19,3.42,1.48,peanuts,3.23
clay,39.93,4.16,17.53,51.9,barley,1.75
sandy,5.81,12.99,4.48,4.55,peanuts,4.57
sandy,71.35,24.41,16.49,32.43,soybean,1.14
loamy,85.81,33.33,25.49,13.88,wheat,1.03
loamy,12.21,-4.75,10.75,44.96,cotton,1.28
loamy,34.03,22.34,5.3,49.66,barley,2.9
sandy,23.4,20.67,24.33,8.34,sunflower,2.41
clay,71.32,16.99,8.32,58.67,beans,4.25
clay,99.56,30.39,26.16,73.56,wheat,1.21
loamy,4.66,1.06,18.49,95.69,rice,2.05
loamy,70.62,40.37,9.05,3.11,wheat,1.45
sandy,60.99,-9.0,10.48,58.58,beans,4.15
clay,90.05,-11.16,12.42,11.09,wheat,1.18
sandy,48.23,16.31,10.75,78.76,beans,4.52
clay,69.73,28.02,5.53,19.68,barley,2.17
sandy,85.8,9.32,14.29,47.69,sunflower,1.79
clay,60.23,28.59,14.15,81.59,peanuts,4.31
clay,66.57,27.65,6.01,67.69,cotton,1.32
loamy,91.64,40.43,20.57,94.99,cotton,1.34
sandy,47.16,32.72,7.74,7.09,sunflower,2.37
clay,92.05,28.21,28.69,99.56,wheat,1.35
clay,92.6,44.82,21.58,66.67,soybean,1.43
loamy,42.18,6.61,4.4,16.38,barley,1.61
loamy,72.59,37.26,8.96,99.06,wheat,1.26
sandy,66.89,-7.31,28.94,91.95,carrot,1.44
clay,81.18,34.04,15.15,88.15,cotton,1.08
loamy,73.32,37.19,17.29,92.33,cotton,1.1
clay,42.58,-1.55,27.14,90.06,rice,1.68
loamy,45.61,24.5,7.45,55.72,sunflower,2.22
sandy,10.39,1.09,4.28,15.03,beans,4.83
clay,15.97,-9.51,25.81,55.27,beans,4.54
loamy,63.24,40.37,20.26,74.91,wheat,1.45
loamy,60.92,26.58,4.12,33.98,wheat,1.14
clay,86.95,26.29,23.29,86.44,wheat,1.06
clay,95.26,8.44,29.48,30.06,maize,3.89
clay,69.33,17.19,10.1,14.01,wheat,1.47
sandy,28.54,5.77,4.98,36.42,peanuts,3.71
clay,0.2,40.28,29.59,89.53,barley,2.42
sandy,37.41,-12.16,10.04,37.28,corn,2.69
sandy,21.12,38.75,5.76,37.84,barley,2.72
clay,43.65,13.32,21.66,95.97,wheat,1.3
loamy,44.08,18.93,5.05,44.99,barley,1.68
sandy,19.42,-5.26,1.71,22.93,peanuts,3.48
loamy,37.24,21.13,9.03,33.28,rice,2.21
clay,84.68,-11.46,26.62,53.92,soybean,1.44
loamy,40.49,18.86,8.85,46.25,corn,2.54
clay,63.89,-10.92,24.27,63.9,rice,2.26
clay,58.43,27.82,29.15,74.15,soybean,1.34
loamy,35.96,24.43,6.56,34.7,corn,2.87
sandy,92.3,15.54,28.3,73.87,maize,3.97
loamy,10.77,26.08,6.06,88.0,sunflower,2.28
sandy,31.91,30.6,18.8,31.61,corn,2.35
sandy,57.93,43.89,28.91,75.33,sunflower,1.54
clay,89.23,32.01,13.45,82.54,soybean,1.4
loamy,47.02,16.24,5.98,51.43,sunflower,2.52
sandy,17.62,-19.89,2.87,6.12,beans,3.72
sandy,14.69,-15.3,0.69,14.68,beans,4.52
loamy,3.11,40.05,13.69,80.98,cotton,1.13
sandy,95.16,28.18,19.69,53.64,rice,1.85
sandy,72.58,5.49,13.26,20.35,barley,2.68
loamy,96.31,-8.51,7.99,15.69,carrot,1.38
loamy,59.68,-13.83,20.3,14.41,rice,2.79
sandy,8.18,7.67,2.06,3.86,peanuts,3.91
sandy,23.26,9.42,12.42,46.87,beans,3.86
clay,28.08,10.06,26.26,73.13,peanuts,3.22
loamy,46.53,22.77,6.48,51.44,rice,1.53
loamy,87.53,42.73,14.49,11.46,barley,2.9
loamy,16.3,20.5,22.67,24.22,beans,4.75
sandy,61.24,35.65,20.21,23.62,carrot,1.32
clay,54.9,44.55,16.23,78.53,wheat,1.2
loamy,74.0,17.21,26.5,97.89,cotton,1.42
clay,37.02,24.74,28.01,68.86,wheat,1.35
loamy,71.5,38.57,19.44,82.72,carrot,1.27
loamy,49.51,-11.53,18.24,77.12,corn,2.88
clay,2.89,-3.83,18.63,70.47,soybean,1.08
loamy,46.83,19.66,6.55,44.0,sunflower,2.21
sandy,26.96,11.19,3.78,25.86,carrot,1.33
sandy,12.43,14.15,0.37,26.89,maize,4.43
loamy,46.7,-14.91,19.83,49.69,peanuts,4.33
sandy,2.75,3.37,2.76,37.47,maize,3.59
sandy,15.28,0.98,4.4,38.08,beans,3.46
loamy,43.87,16.03,5.22,41.46,rice,2.52
loamy,39.63,15.24,7.1,58.15,barley,2.84
loamy,18.06,24.46,17.43,26.24,corn,1.78
sandy,25.37,1.39,4.93,30.39,peanuts,3.96
sandy,48.21,43.43,3.73,70.46,corn,1.56
clay,65.63,30.36,27.41,61.31,soybean,1.42
loamy,7.22,5.79,9.91,27.58,sunflower,2.84
loamy,94.04,38.0,19.58,64.31,cotton,1.17
clay,70.77,32.65,13.41,91.09,wheat,1.23
loamy,11.54,7.15,19.72,84.18,beans,4.77
clay,97.88,11.4,6.74,11.55,sunflower,1.78
sandy,22.98,-8.85,1.4,9.4,beans,4.33
loamy,46.1,23.2,9.06,57.65,sunflower,2.48
clay,18.44,34.08,18.91,40.84,sunflower,2.64
loamy,33.74,15.33,7.61,55.43,rice,2.94
clay,87.76,44.98,21.28,86.26,soybean,1.26
sandy,8.64,-4.28,4.25,33.95,maize,3.69
loamy,9.0,-7.48,15.44,30.36,soybean,1.23
clay,33.44,43.14,16.79,89.24,beans,4.2
loamy,94.0,35.87,26.89,98.91,cotton,1.33
clay,33.03,8.74,9.57,92.72,peanuts,4.05
clay,1.72,-8.5,18.59,74.05,sunflower,2.37
loamy,48.85,18.42,7.82,39.09,sunflower,2.64
clay,10.64,21.74,28.61,59.78,soybean,1.16
loamy,46.21,19.49,9.47,58.51,barley,2.03
sandy,2.83,12.6,2.11,29.46,peanuts,3.35
clay,55.02,25.2,10.53,76.66,cotton,1.35
sandy,55.62,20.3,12.67,57.82,beans,4.09
clay,71.29,36.47,14.22,82.25,corn,2.44
clay,46.78,-2.65,27.39,68.47,beans,3.49
loamy,36.97,23.25,9.3,47.25,corn,2.56
loamy,10.6,-6.43,11.25,99.16,rice,1.58
loamy,72.02,28.56,28.79,78.75,cotton,1.18
clay,88.11,12.04,27.62,38.92,soybean,1.15
loamy,2.3,28.09,25.79,23.95,corn,2.58
loamy,37.6,22.01,8.2,32.49,corn,2.51
sandy,15.44,6.94,1.17,35.78,peanuts,3.88
clay,56.98,-9.0,15.29,38.07,soybean,1.42
sandy,85.03,8.25,0.46,41.74,barley,1.57
sandy,4.69,43.71,16.01,16.26,carrot,1.42
loamy,45.73,17.72,9.55,39.32,rice,1.9
loamy,64.63,34.05,17.43,73.48,soybean,1.37
loamy,85.61,42.75,14.36,10.0,soybean,1.26
sandy,44.71,-2.21,3.25,74.77,soybean,1.14
loamy,43.11,6.98,18.14,89.29,wheat,1.09
clay,78.08,42.48,16.05,89.36,wheat,1.47
clay,82.98,-13.8,21.53,37.34,soybean,1.25
clay,95.85,30.06,24.28,71.83,wheat,1.25
loamy,33.41,23.55,5.25,56.08,corn,2.33
clay,49.82,-8.9,24.1,90.18,maize,4.64
clay,68.1,41.32,24.73,78.33,soybean,1.33
loamy,49.56,22.12,5.07,51.03,barley,2.0
loamy,24.59,15.65,4.44,18.84,maize,3.57
sandy,56.21,29.1,23.03,83.97,barley,2.28
clay,58.62,27.65,24.57,64.13,soybean,1.48
sandy,4.21,7.95,25.09,8.53,wheat,1.2
loamy,52.75,44.18,27.15,91.81,cotton,1.23
loamy,48.04,19.56,5.03,35.37,rice,2.13
clay,90.87,26.39,23.04,76.53,carrot,1.35
loamy,55.34,37.28,23.06,73.74,cotton,1.09
sandy,24.27,-15.18,1.69,28.42,maize,4.27
loamy,99.83,36.44,15.7,87.05,soybean,1.29
loamy,80.45,43.53,20.02,61.69,cotton,1.16
clay,97.33,5.19,12.46,2.77,carrot,1.36
loamy,87.97,31.08,17.0,99.53,cotton,1.26
loamy,43.7,38.03,4.94,21.46,beans,3.89
loamy,50.28,42.51,22.66,70.75,carrot,1.07
sandy,4.85,-16.12,0.5,4.58,peanuts,4.11
loamy,82.05,30.87,24.84,97.34,wheat,1.08
loamy,30.13,17.68,8.1,35.36,corn,2.7
loamy,57.14,11.08,28.64,85.01,rice,1.66
loamy,30.01,29.63,15.99,25.92,soybean,1.2
loamy,80.79,41.57,18.71,83.25,soybean,1.16
sandy,53.8,24.05,19.97,60.46,beans,4.21
loamy,91.82,42.12,19.37,98.17,wheat,1.2
loamy,47.88,18.66,6.48,48.56,sunflower,2.3
clay,8.97,21.59,22.64,81.48,cotton,1.35
loamy,60.85,19.04,23.32,46.4,maize,4.55
clay,2.69,-7.32,13.54,64.28,maize,4.93
sandy,44.04,35.54,11.77,57.22,maize,3.21
loamy,30.78,19.05,5.22,47.61,corn,2.28
sandy,19.85,-12.18,24.19,5.98,soybean,1.08
loamy,35.55,17.99,7.45,59.03,rice,2.65
sandy,12.81,-10.43,2.61,7.49,maize,3.66
clay,64.44,5.47,12.64,50.88,cotton,1.43
clay,52.32,-12.94,17.01,94.61,cotton,1.36
sandy,21.02,-5.69,25.78,4.29,barley,2.54
sandy,69.12,24.41,18.67,81.07,sunflower,2.8
sandy,99.89,-11.68,5.57,69.92,corn,2.82
sandy,27.02,2.14,0.66,39.36,peanuts,4.47
sandy,22.09,10.28,25.51,61.46,soybean,1.48
loamy,29.75,18.54,9.95,91.31,rice,2.33
clay,45.38,10.92,6.02,34.76,sunflower,2.56
loamy,48.31,16.22,6.9,55.73,barley,2.73
loamy,49.59,16.81,8.23,44.15,barley,2.91
loamy,97.81,25.49,11.44,95.05,sunflower,1.54
sandy,3.45,9.93,3.46,35.07,maize,3.59
loamy,59.14,30.35,15.98,63.32,wheat,1.25
sandy,11.36,4.68,4.78,19.98,peanuts,4.34
sandy,6.16,-6.75,0.6,11.99,beans,4.5
clay,87.5,8.06,17.03,22.36,beans,3.98
clay,75.91,28.66,19.34,65.57,carrot,1.49
loamy,48.29,22.64,5.83,50.04,corn,2.88
loamy,35.5,21.15,9.65,38.17,sunflower,2.45
clay,7.02,8.61,21.51,73.53,rice,2.93
sandy,65.4,11.6,7.38,69.14,beans,3.22
loamy,81.4,44.23,24.04,91.81,wheat,1.4
clay,8.11,44.06,28.22,82.58,wheat,1.13
loamy,47.86,32.62,16.75,12.25,rice,2.67
loamy,47.66,34.57,6.89,58.39,peanuts,3.94
loamy,25.22,31.64,0.72,63.3,sunflower,2.75
loamy,95.87,21.02,12.23,62.63,beans,3.95
loamy,39.03,23.37,8.3,33.37,rice,2.8
loamy,98.58,-7.14,25.42,83.05,cotton,1.4
loamy,34.15,24.03,6.77,48.78,corn,2.71
sandy,28.1,-7.91,2.21,1.58,peanuts,4.91
loamy,47.59,17.3,8.26,48.31,sunflower,2.17
clay,52.31,33.31,24.13,67.45,barley,1.52
loamy,87.7,28.31,11.2,82.35,wheat,1.28
sandy,12.02,-10.46,4.28,14.61,peanuts,4.64
loamy,59.94,42.89,20.1,95.61,wheat,1.23
sandy,68.32,10.94,15.41,31.39,peanuts,4.12
loamy,79.01,34.36,20.6,96.92,maize,3.09
sandy,48.79,42.33,9.53,77.55,soybean,1.41
loamy,76.19,34.66,6.21,60.18,beans,3.91
sandy,6.57,5.56,2.84,32.57,peanuts,3.66
clay,97.78,15.52,19.52,22.13,wheat,1.42
loamy,47.71,19.15,5.73,57.98,sunflower,1.72
loamy,34.91,18.65,6.08,33.65,rice,2.35
clay,97.75,28.48,23.3,66.38,carrot,1.26
loamy,52.45,39.74,20.18,94.61,cotton,1.09
sandy,15.28,-4.09,3.56,5.29,maize,3.49
loamy,82.37,31.0,24.8,97.35,cotton,1.29
clay,57.84,44.0,8.89,28.36,maize,3.25
sandy,90.06,21.32,22.09,45.05,wheat,1.4
loamy,72.43,29.99,5.87,2.32,corn,2.15
loamy,60.53,31.31,25.57,62.59,wheat,1.18
sandy,17.47,29.08,20.76,4.75,maize,4.0
sandy,20.71,-4.76,4.34,24.96,maize,3.44
clay,67.4,-7.99,22.98,40.95,maize,4.07
sandy,3.04,13.18,1.21,8.14,beans,3.64
loamy,38.23,15.27,6.18,37.85,sunflower,2.68
